"dependent.var","numbers","repeat.var","Area","Governorate","Sector","research.question","Indicator","Percent","Percent_groups","Population Reference"
"e_1",0.605042016806723,"strata","Umm an Naser","North Gaza","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",61,"60% - 69%","HHs with school-aged children"
"e_1",0.319327731092437,"strata","Wadi as Salqa","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",32,"30% - 39%","HHs with school-aged children"
"e_1",0.435483870967742,"strata","Al Mughraqa","Gaza","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",44,"40% - 49%","HHs with school-aged children"
"e_1",0.19047619047619,"strata","Al Musaddar","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",19,"10% - 19%","HHs with school-aged children"
"e_1",0.372093023255814,"strata","Al Qarara","Khan Younis","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",37,"30% - 39%","HHs with school-aged children"
"e_1",0.305785123966942,"strata","An Naser","Rafah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",31,"30% - 39%","HHs with school-aged children"
"e_1",0.283464566929134,"strata","An Nuseirat","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",28,"20% - 29%","HHs with school-aged children"
"e_1",0.327731092436975,"strata","Shokat as Sufi","Rafah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",33,"30% - 39%","HHs with school-aged children"
"e_1",0.27906976744186,"strata","Az Zawayda","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",28,"20% - 29%","HHs with school-aged children"
"e_1",0.323076923076923,"strata","Bani Suheila","Khan Younis","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",32,"30% - 39%","HHs with school-aged children"
"e_1",0.305785123966942,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",31,"30% - 39%","HHs with school-aged children"
"e_1",0.328125,"strata","'Abasan al Kabira","Khan Younis","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",33,"30% - 39%","HHs with school-aged children"
"e_1",0.4296875,"strata","Al Bureij","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",43,"40% - 49%","HHs with school-aged children"
"e_1",0.357142857142857,"strata","Al Fukhkhari","Khan Younis","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",36,"30% - 39%","HHs with school-aged children"
"e_1",0.239669421487603,"strata","Al Maghazi","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",24,"20% - 29%","HHs with school-aged children"
"e_1",0.380597014925373,"strata","Gaza","Gaza","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",38,"30% - 39%","HHs with school-aged children"
"e_1",0.356589147286822,"strata","Beit Lahiya","North Gaza","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",36,"30% - 39%","HHs with school-aged children"
"e_1",0.296875,"strata","Al Bureij Camp","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",30,"30% - 39%","HHs with school-aged children"
"e_1",0.320610687022901,"strata","Deir al Balah","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",32,"30% - 39%","HHs with school-aged children"
"e_1",0.434108527131783,"strata","Beit Hanoun","North Gaza","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",43,"40% - 49%","HHs with school-aged children"
"e_1",0.233870967741935,"strata","Deir al Balah Camp","Deir Al-Balah","Education Vulnerability","% of HHs with at least one child not enrolled in school during the 2020-2021 school year","% of HHs with at least one child not enrolled in school during the 2020-2021 school year",23,"20% - 29%","HHs with school-aged children"
"e_2",0.0390625,"strata","'Abasan al Kabira","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",4,"0% - 9%","Total Population"
"e_2",0.125,"strata","Al Bureij","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",12,"10% - 19%","Total Population"
"e_2",0.0803571428571429,"strata","Al Fukhkhari","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",8,"0% - 9%","Total Population"
"e_2",0.217741935483871,"strata","Al Mughraqa","Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",22,"20% - 29%","Total Population"
"e_2",0.0952380952380952,"strata","Al Musaddar","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",10,"10% - 19%","Total Population"
"e_2",0.10077519379845,"strata","Al Qarara","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",10,"10% - 19%","Total Population"
"e_2",0.0826446280991736,"strata","Al Maghazi","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",8,"0% - 9%","Total Population"
"e_2",0.0413223140495868,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",4,"0% - 9%","Total Population"
"e_2",0,"strata","Al Maghazi Camp","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0,"strata","An Nuseirat Camp","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0.082089552238806,"strata","Rafah","Rafah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",8,"0% - 9%","Total Population"
"e_2",0,"strata","Rafah Camp","Rafah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0,"strata","Ash Shati' Camp","North Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0.0168067226890756,"strata","Umm an Naser","North Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",2,"0% - 9%","Total Population"
"e_2",0.151260504201681,"strata","Wadi as Salqa","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",15,"10% - 19%","Total Population"
"e_2",0.0775193798449612,"strata","Jabalya","North Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",8,"0% - 9%","Total Population"
"e_2",0,"strata","Jabalya Camp","North Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0.363636363636364,"strata","An Naser","Rafah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",36,"30% - 39%","Total Population"
"e_2",0.047244094488189,"strata","An Nuseirat","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",5,"0% - 9%","Total Population"
"e_2",0.319327731092437,"strata","Shokat as Sufi","Rafah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",32,"30% - 39%","Total Population"
"e_2",0.147286821705426,"strata","Az Zawayda","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",15,"10% - 19%","Total Population"
"e_2",0.0307692307692308,"strata","Bani Suheila","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",3,"0% - 9%","Total Population"
"e_2",0.0542635658914729,"strata","Beit Hanoun","North Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",5,"0% - 9%","Total Population"
"e_2",0.00775193798449612,"strata","Beit Lahiya","North Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",1,"0% - 9%","Total Population"
"e_2",0,"strata","Al Bureij Camp","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0.0229007633587786,"strata","Deir al Balah","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",2,"0% - 9%","Total Population"
"e_2",0,"strata","Deir al Balah Camp","Deir Al-Balah","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0.0149253731343284,"strata","Gaza","Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",1,"0% - 9%","Total Population"
"e_2",0,"strata","Khan Yunis Camp","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",0,"0% - 9%","Total Population"
"e_2",0.008,"strata","Khuza'a","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",1,"0% - 9%","Total Population"
"e_2",0.0982142857142857,"strata","Juhor ad Dik","Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",10,"10% - 19%","Total Population"
"e_2",0.0534351145038168,"strata","Khan Yunis","Khan Younis","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",5,"0% - 9%","Total Population"
"e_2",0.00840336134453781,"strata","Madinat Ezahra","Gaza","Education Vulnerability","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings","% of HHs that cannot access a functional basic and secondary school within a 30min walk from dwellings",1,"0% - 9%","Total Population"
"e_3",0.264462809917355,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",26,"20% - 29%","Total Population"
"e_3",0.1484375,"strata","'Abasan al Kabira","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",15,"10% - 19%","Total Population"
"e_3",0.27906976744186,"strata","Al Qarara","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",28,"20% - 29%","Total Population"
"e_3",0.380165289256198,"strata","An Naser","Rafah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",38,"30% - 39%","Total Population"
"e_3",0.102362204724409,"strata","An Nuseirat","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",10,"10% - 19%","Total Population"
"e_3",0.361344537815126,"strata","Shokat as Sufi","Rafah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",36,"30% - 39%","Total Population"
"e_3",0.286821705426357,"strata","Az Zawayda","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",29,"20% - 29%","Total Population"
"e_3",0.292307692307692,"strata","Bani Suheila","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",29,"20% - 29%","Total Population"
"e_3",0.310077519379845,"strata","Beit Hanoun","North Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",31,"30% - 39%","Total Population"
"e_3",0.13953488372093,"strata","Beit Lahiya","North Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",14,"10% - 19%","Total Population"
"e_3",0.1015625,"strata","Al Bureij","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",10,"10% - 19%","Total Population"
"e_3",0.0982142857142857,"strata","Al Fukhkhari","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",10,"10% - 19%","Total Population"
"e_3",0.28099173553719,"strata","Al Maghazi","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",28,"20% - 29%","Total Population"
"e_3",0.282258064516129,"strata","Al Mughraqa","Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",28,"20% - 29%","Total Population"
"e_3",0.257142857142857,"strata","Al Musaddar","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",26,"20% - 29%","Total Population"
"e_3",0.201550387596899,"strata","Jabalya","North Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",20,"20% - 29%","Total Population"
"e_3",0.0225563909774436,"strata","Jabalya Camp","North Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",2,"0% - 9%","Total Population"
"e_3",0.0535714285714286,"strata","Juhor ad Dik","Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",5,"0% - 9%","Total Population"
"e_3",0.16030534351145,"strata","Khan Yunis","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",16,"10% - 19%","Total Population"
"e_3",0.008,"strata","Khan Yunis Camp","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",1,"0% - 9%","Total Population"
"e_3",0.392,"strata","Khuza'a","Khan Younis","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",39,"30% - 39%","Total Population"
"e_3",0.0504201680672269,"strata","Madinat Ezahra","Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",5,"0% - 9%","Total Population"
"e_3",0.118110236220472,"strata","Al Maghazi Camp","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",12,"10% - 19%","Total Population"
"e_3",0.178294573643411,"strata","An Nuseirat Camp","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",18,"10% - 19%","Total Population"
"e_3",0.1171875,"strata","Al Bureij Camp","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",12,"10% - 19%","Total Population"
"e_3",0.16793893129771,"strata","Deir al Balah","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",17,"10% - 19%","Total Population"
"e_3",0.120967741935484,"strata","Deir al Balah Camp","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",12,"10% - 19%","Total Population"
"e_3",0.156716417910448,"strata","Gaza","Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",16,"10% - 19%","Total Population"
"e_3",0.378151260504202,"strata","Wadi as Salqa","Deir Al-Balah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",38,"30% - 39%","Total Population"
"e_3",0.208955223880597,"strata","Rafah","Rafah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",21,"20% - 29%","Total Population"
"e_3",0.1171875,"strata","Rafah Camp","Rafah","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",12,"10% - 19%","Total Population"
"e_3",0.0708661417322835,"strata","Ash Shati' Camp","North Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",7,"0% - 9%","Total Population"
"e_3",0.159663865546218,"strata","Umm an Naser","North Gaza","Education Vulnerability","% of HHs reporting safety concerns in relation to their childrens' education","% of HHs reporting safety concerns in relation to their childrens' education",16,"10% - 19%","Total Population"
"edu_food_vul",0.776859504132231,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Vulnerability","Education and Food","Education and Food",78,"70% - 79%","Total Population"
"edu_food_vul",0.7734375,"strata","'Abasan al Kabira","Khan Younis","Vulnerability","Education and Food","Education and Food",77,"70% - 79%","Total Population"
"edu_food_vul",0.71875,"strata","Al Bureij","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",72,"70% - 79%","Total Population"
"edu_food_vul",0.803571428571429,"strata","Al Fukhkhari","Khan Younis","Vulnerability","Education and Food","Education and Food",80,"80% - 89%","Total Population"
"edu_food_vul",0.702479338842975,"strata","Al Maghazi","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",70,"70% - 79%","Total Population"
"edu_food_vul",0.798387096774194,"strata","Al Mughraqa","Gaza","Vulnerability","Education and Food","Education and Food",80,"80% - 89%","Total Population"
"edu_food_vul",0.638095238095238,"strata","Al Musaddar","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",64,"60% - 69%","Total Population"
"edu_food_vul",0.736434108527132,"strata","Al Qarara","Khan Younis","Vulnerability","Education and Food","Education and Food",74,"70% - 79%","Total Population"
"edu_food_vul",0.867768595041322,"strata","An Naser","Rafah","Vulnerability","Education and Food","Education and Food",87,"80% - 89%","Total Population"
"edu_food_vul",0.637795275590551,"strata","An Nuseirat","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",64,"60% - 69%","Total Population"
"edu_food_vul",0.873949579831933,"strata","Shokat as Sufi","Rafah","Vulnerability","Education and Food","Education and Food",87,"80% - 89%","Total Population"
"edu_food_vul",0.744186046511628,"strata","Az Zawayda","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",74,"70% - 79%","Total Population"
"edu_food_vul",0.784615384615385,"strata","Bani Suheila","Khan Younis","Vulnerability","Education and Food","Education and Food",78,"70% - 79%","Total Population"
"edu_food_vul",0.806201550387597,"strata","Beit Hanoun","North Gaza","Vulnerability","Education and Food","Education and Food",81,"80% - 89%","Total Population"
"edu_food_vul",0.596899224806202,"strata","Beit Lahiya","North Gaza","Vulnerability","Education and Food","Education and Food",60,"60% - 69%","Total Population"
"edu_food_vul",0.71875,"strata","Al Bureij Camp","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",72,"70% - 79%","Total Population"
"edu_food_vul",0.732824427480916,"strata","Deir al Balah","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",73,"70% - 79%","Total Population"
"edu_food_vul",0.629032258064516,"strata","Deir al Balah Camp","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",63,"60% - 69%","Total Population"
"edu_food_vul",0.701492537313433,"strata","Gaza","Gaza","Vulnerability","Education and Food","Education and Food",70,"70% - 79%","Total Population"
"edu_food_vul",0.751937984496124,"strata","Jabalya","North Gaza","Vulnerability","Education and Food","Education and Food",75,"70% - 79%","Total Population"
"edu_food_vul",0.676691729323308,"strata","Jabalya Camp","North Gaza","Vulnerability","Education and Food","Education and Food",68,"60% - 69%","Total Population"
"edu_food_vul",0.678571428571428,"strata","Juhor ad Dik","Gaza","Vulnerability","Education and Food","Education and Food",68,"60% - 69%","Total Population"
"edu_food_vul",0.763358778625954,"strata","Khan Yunis","Khan Younis","Vulnerability","Education and Food","Education and Food",76,"70% - 79%","Total Population"
"edu_food_vul",0.616,"strata","Khan Yunis Camp","Khan Younis","Vulnerability","Education and Food","Education and Food",62,"60% - 69%","Total Population"
"edu_food_vul",0.816,"strata","Khuza'a","Khan Younis","Vulnerability","Education and Food","Education and Food",82,"80% - 89%","Total Population"
"edu_food_vul",0.428571428571429,"strata","Madinat Ezahra","Gaza","Vulnerability","Education and Food","Education and Food",43,"40% - 49%","Total Population"
"edu_food_vul",0.740157480314961,"strata","Al Maghazi Camp","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",74,"70% - 79%","Total Population"
"edu_food_vul",0.705426356589147,"strata","An Nuseirat Camp","Deir Al-Balah","Vulnerability","Education and Food","Education and Food",71,"70% - 79%","Total Population"
"edu_food_vul",0.828358208955224,"strata","Rafah","Rafah","Vulnerability","Education and Food","Education and Food",83,"80% - 89%","Total Population"
"edu_food_vul",0.765625,"strata","Rafah Camp","Rafah","Vulnerability","Education and Food","Education and Food",77,"70% - 79%","Total Population"
"edu_food_vul",0.692913385826772,"strata","Ash Shati' Camp","North Gaza","Vulnerability","Education and Food","Education and Food",69,"60% - 69%","Total Population"
"edu_food_vul",0.840336134453782,"strata","Umm an Naser","North Gaza","Vulnerability","Education and Food","Education and Food",84,"80% - 89%","Total Population"
