"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"hh5_ii","female_headed",NA,"female_headed",0.160518278667598,NA,0.0578142166919313,0.263222340643265,"governorate_gaza","north_gaza","hh5_ii","male_headed",NA,"male_headed",0.473380961224311,NA,0.422230546661624,0.524531375786999,"governorate_gaza","north_gaza","hh5_ii","refugees",NA,"refugee",0.440791331885093,NA,0.386434776987595,0.495147886782591,"governorate_gaza","north_gaza","hh5_ii","non_refugees",NA,"non_refugee",0.451131959603882,NA,0.351268998794953,0.550994920412812,"governorate_gaza","north_gaza","hh5_ii","in_camp_refugee",NA,"in_camp_refugee",0.481203007518797,NA,0.395966819873163,0.566439195164432,"governorate_gaza","north_gaza","hh5_ii","out_camp_refugee",NA,"out_camp_refugee",0.431586277280609,NA,0.36779113568167,0.495381418879549,"governorate_gaza","north_gaza","hh5_ii",NA,NA,"all",0.443659836046546,NA,0.395645782953804,0.491673889139289,"governorate_gaza","north_gaza"
"hh6_i","female_headed",NA,"female_headed",1,NA,1,1,"governorate_gaza","khan_yunis","hh6_i","male_headed",NA,"male_headed",0,NA,0,0,"governorate_gaza","khan_yunis","hh6_i","refugees",NA,"refugee",0.128292528885749,NA,0.0868906444115481,0.169694413359951,"governorate_gaza","khan_yunis","hh6_i","non_refugees",NA,"non_refugee",0.102314619537425,NA,0.0585157749068496,0.146113464168001,"governorate_gaza","khan_yunis","hh6_i","in_camp_refugee",NA,"in_camp_refugee",0.137096774193548,NA,0.0763126449457407,0.197880903441356,"governorate_gaza","khan_yunis","hh6_i","out_camp_refugee",NA,"out_camp_refugee",0.126451513708275,NA,0.0780206288155486,0.174882398601002,"governorate_gaza","khan_yunis","hh6_i",NA,NA,"all",0.11887126250566,NA,0.088024525787124,0.149717999224196,"governorate_gaza","khan_yunis"
"hh6_i","female_headed",NA,"female_headed",1,NA,1,1,"governorate_gaza","deir_balah","hh6_i","male_headed",NA,"male_headed",0,NA,0,0,"governorate_gaza","deir_balah","hh6_i","refugees",NA,"refugee",0.160630108082065,NA,0.133845211467187,0.187415004696942,"governorate_gaza","deir_balah","hh6_i","non_refugees",NA,"non_refugee",0.133788001820796,NA,0.0607239582177823,0.206852045423809,"governorate_gaza","deir_balah","hh6_i","in_camp_refugee",NA,"in_camp_refugee",0.156989577660935,NA,0.122183278205873,0.191795877115998,"governorate_gaza","deir_balah","hh6_i","out_camp_refugee",NA,"out_camp_refugee",0.16267786744333,NA,0.125677449266222,0.199678285620439,"governorate_gaza","deir_balah","hh6_i",NA,NA,"all",0.156781460729946,NA,0.131555525424378,0.182007396035513,"governorate_gaza","deir_balah"
"hh6_i","female_headed",NA,"female_headed",1,NA,1,1,"governorate_gaza","gaza","hh6_i","male_headed",NA,"male_headed",0,NA,0,0,"governorate_gaza","gaza","hh6_i","refugees",NA,"refugee",0.103970434505526,NA,0.0438511876143439,0.164089681396708,"governorate_gaza","gaza","hh6_i","non_refugees",NA,"non_refugee",0.0618911802700587,NA,0.00387449933544501,0.119907861204672,"governorate_gaza","gaza","hh6_i","in_camp_refugee",NA,"in_camp_refugee",0.139344262295082,NA,0.0776400680651086,0.201048456525055,"governorate_gaza","gaza","hh6_i","out_camp_refugee",NA,"out_camp_refugee",0.0997011249566138,NA,0.0327197430268437,0.166682506886384,"governorate_gaza","gaza","hh6_i",NA,NA,"all",0.085321404544214,NA,0.043054554529104,0.127588254559324,"governorate_gaza","gaza"
"hh6_i","female_headed",NA,"female_headed",1,NA,1,1,"governorate_gaza","rafah","hh6_i","male_headed",NA,"male_headed",0,NA,0,0,"governorate_gaza","rafah","hh6_i","refugees",NA,"refugee",0.105161093543983,NA,0.0652641747861127,0.145058012301852,"governorate_gaza","rafah","hh6_i","non_refugees",NA,"non_refugee",0.101376804782956,NA,-0.0296605724703439,0.232414182036257,"governorate_gaza","rafah","hh6_i","in_camp_refugee",NA,"in_camp_refugee",0.125,NA,0.067481803049638,0.182518196950362,"governorate_gaza","rafah","hh6_i","out_camp_refugee",NA,"out_camp_refugee",0.100927520342542,NA,0.0540914510994956,0.147763589585588,"governorate_gaza","rafah","hh6_i",NA,NA,"all",0.104739758396679,NA,0.0664723774413027,0.143007139352055,"governorate_gaza","rafah"
"hh6_i","female_headed",NA,"female_headed",1,NA,1,1,"governorate_gaza","north_gaza","hh6_i","male_headed",NA,"male_headed",0,NA,0,0,"governorate_gaza","north_gaza","hh6_i","refugees",NA,"refugee",0.0865586127731487,NA,0.0586655462406055,0.114451679305692,"governorate_gaza","north_gaza","hh6_i","non_refugees",NA,"non_refugee",0.116979283628294,NA,0.0529553688371097,0.181003198419479,"governorate_gaza","north_gaza","hh6_i","in_camp_refugee",NA,"in_camp_refugee",0.142857142857143,NA,0.0831620392092663,0.202552246505019,"governorate_gaza","north_gaza","hh6_i","out_camp_refugee",NA,"out_camp_refugee",0.0737348177820018,NA,0.0424795765964765,0.104990058967527,"governorate_gaza","north_gaza","hh6_i",NA,NA,"all",0.0949973481493029,NA,0.068110747313022,0.121883948985584,"governorate_gaza","north_gaza"
"hh8","female_headed",NA,"female_headed",0.687848156045334,NA,0.567106014926744,0.808590297163924,"governorate_gaza","khan_yunis","hh8","male_headed",NA,"male_headed",0.630520903412024,NA,0.578484230401474,0.682557576422573,"governorate_gaza","khan_yunis","hh8","refugees",NA,"refugee",1,NA,1,1,"governorate_gaza","khan_yunis","hh8","non_refugees",NA,"non_refugee",0,NA,0,0,"governorate_gaza","khan_yunis","hh8","in_camp_refugee",NA,"in_camp_refugee",1,NA,1,1,"governorate_gaza","khan_yunis","hh8","out_camp_refugee",NA,"out_camp_refugee",1,NA,1,1,"governorate_gaza","khan_yunis","hh8",NA,NA,"all",0.637335466308526,NA,0.589218072074561,0.685452860542491,"governorate_gaza","khan_yunis"
"hh8","female_headed",NA,"female_headed",0.877647178550888,NA,0.811702116339576,0.9435922407622,"governorate_gaza","deir_balah","hh8","male_headed",NA,"male_headed",0.852709215229583,NA,0.822139158025469,0.883279272433697,"governorate_gaza","deir_balah","hh8","refugees",NA,"refugee",1,NA,1,1,"governorate_gaza","deir_balah","hh8","non_refugees",NA,"non_refugee",0,NA,0,0,"governorate_gaza","deir_balah","hh8","in_camp_refugee",NA,"in_camp_refugee",1,NA,1,1,"governorate_gaza","deir_balah","hh8","out_camp_refugee",NA,"out_camp_refugee",1,NA,1,1,"governorate_gaza","deir_balah","hh8",NA,NA,"all",0.856619025546727,NA,0.828839658039306,0.884398393054148,"governorate_gaza","deir_balah"
"hh8","female_headed",NA,"female_headed",0.678516282923621,NA,0.427349077364112,0.92968348848313,"governorate_gaza","gaza","hh8","male_headed",NA,"male_headed",0.545459154711753,NA,0.464821599291356,0.626096710132149,"governorate_gaza","gaza","hh8","refugees",NA,"refugee",1,NA,1,1,"governorate_gaza","gaza","hh8","non_refugees",NA,"non_refugee",0,NA,0,0,"governorate_gaza","gaza","hh8","in_camp_refugee",NA,"in_camp_refugee",1,NA,1,1,"governorate_gaza","gaza","hh8","out_camp_refugee",NA,"out_camp_refugee",1,NA,1,1,"governorate_gaza","gaza","hh8",NA,NA,"all",0.556811775775409,NA,0.479873759670847,0.633749791879971,"governorate_gaza","gaza"
"hh8","female_headed",NA,"female_headed",0.892236806693344,NA,0.755907954284597,1.02856565910209,"governorate_gaza","rafah","hh8","male_headed",NA,"male_headed",0.888243768793427,NA,0.841883820995923,0.934603716590932,"governorate_gaza","rafah","hh8","refugees",NA,"refugee",1,NA,1,1,"governorate_gaza","rafah","hh8","non_refugees",NA,"non_refugee",0,NA,0,0,"governorate_gaza","rafah","hh8","in_camp_refugee",NA,"in_camp_refugee",1,NA,1,1,"governorate_gaza","rafah","hh8","out_camp_refugee",NA,"out_camp_refugee",1,NA,1,1,"governorate_gaza","rafah","hh8",NA,NA,"all",0.888661998618334,NA,0.844811538595194,0.932512458641473,"governorate_gaza","rafah"
"hh8","female_headed",NA,"female_headed",0.658409285607543,NA,0.507084595762929,0.809733975452158,"governorate_gaza","north_gaza","hh8","male_headed",NA,"male_headed",0.7293365445038,NA,0.681384380035199,0.777288708972402,"governorate_gaza","north_gaza","hh8","refugees",NA,"refugee",1,NA,1,1,"governorate_gaza","north_gaza","hh8","non_refugees",NA,"non_refugee",0,NA,0,0,"governorate_gaza","north_gaza","hh8","in_camp_refugee",NA,"in_camp_refugee",1,NA,1,1,"governorate_gaza","north_gaza","hh8","out_camp_refugee",NA,"out_camp_refugee",1,NA,1,1,"governorate_gaza","north_gaza","hh8",NA,NA,"all",0.722598642997157,NA,0.676814296450666,0.768382989543647,"governorate_gaza","north_gaza"
"hh10","female_headed",NA,"female_headed",0.154687222033995,NA,0.0694230943151679,0.239951349752822,"governorate_gaza","khan_yunis","hh10","male_headed",NA,"male_headed",0.186088867107466,NA,0.145154158813983,0.22702357540095,"governorate_gaza","khan_yunis","hh10","refugees",NA,"refugee",0.197149800376877,NA,0.147217580348528,0.247082020405226,"governorate_gaza","khan_yunis","hh10","non_refugees",NA,"non_refugee",0.156358145583761,NA,0.102243704654457,0.210472586513065,"governorate_gaza","khan_yunis","hh10","in_camp_refugee",NA,"in_camp_refugee",0.217741935483871,NA,0.144805992993806,0.290677877973936,"governorate_gaza","khan_yunis","hh10","out_camp_refugee",NA,"out_camp_refugee",0.192843873867198,NA,0.134419902875142,0.251267844859255,"governorate_gaza","khan_yunis","hh10",NA,NA,"all",0.182356113912828,NA,0.144862285924232,0.219849941901424,"governorate_gaza","khan_yunis"
"hh10","female_headed",NA,"female_headed",0.111971242720285,NA,0.0533673706741019,0.170575114766468,"governorate_gaza","deir_balah","hh10","male_headed",NA,"male_headed",0.211379535902382,NA,0.180618239776628,0.242140832028136,"governorate_gaza","deir_balah","hh10","refugees",NA,"refugee",0.186427728880419,NA,0.15857677656755,0.214278681193287,"governorate_gaza","deir_balah","hh10","non_refugees",NA,"non_refugee",0.251753199319706,NA,0.155961908412245,0.347544490227166,"governorate_gaza","deir_balah","hh10","in_camp_refugee",NA,"in_camp_refugee",0.184263597182274,NA,0.147742265267108,0.22078492909744,"governorate_gaza","deir_balah","hh10","out_camp_refugee",NA,"out_camp_refugee",0.18764502977651,NA,0.149266408648318,0.226023650904701,"governorate_gaza","deir_balah","hh10",NA,NA,"all",0.195794158488622,NA,0.168188444624859,0.223399872352385,"governorate_gaza","deir_balah"
"hh10","female_headed",NA,"female_headed",0.0280242782560081,NA,0.000929664694031194,0.0551188918179851,"governorate_gaza","gaza","hh10","male_headed",NA,"male_headed",0.166599214391092,NA,0.107143542063779,0.226054886718405,"governorate_gaza","gaza","hh10","refugees",NA,"refugee",0.140073935916653,NA,0.0729026943973189,0.207245177435987,"governorate_gaza","gaza","hh10","non_refugees",NA,"non_refugee",0.173246907320601,NA,0.082794666799253,0.26369914784195,"governorate_gaza","gaza","hh10","in_camp_refugee",NA,"in_camp_refugee",0.204918032786885,NA,0.1329977400135,0.276838325560271,"governorate_gaza","gaza","hh10","out_camp_refugee",NA,"out_camp_refugee",0.132247824374368,NA,0.0574909735159052,0.20700467523283,"governorate_gaza","gaza","hh10",NA,NA,"all",0.154775806205422,NA,0.0999354717951961,0.209616140615648,"governorate_gaza","gaza"
"hh10","female_headed",NA,"female_headed",0.0930294954936973,NA,-0.012554381242646,0.198613372230041,"governorate_gaza","rafah","hh10","male_headed",NA,"male_headed",0.240447341423233,NA,0.182980485063358,0.297914197783108,"governorate_gaza","rafah","hh10","refugees",NA,"refugee",0.238401620888167,NA,0.181485000894299,0.295318240882036,"governorate_gaza","rafah","hh10","non_refugees",NA,"non_refugee",0.118094188881774,NA,-0.0137515352798891,0.249939913043437,"governorate_gaza","rafah","hh10","in_camp_refugee",NA,"in_camp_refugee",0.2109375,NA,0.139983182029774,0.281891817970226,"governorate_gaza","rafah","hh10","out_camp_refugee",NA,"out_camp_refugee",0.244262395848272,NA,0.17683839361573,0.311686398080814,"governorate_gaza","rafah","hh10",NA,NA,"all",0.225006831857215,NA,0.172090954002801,0.277922709711629,"governorate_gaza","rafah"
"hh10","female_headed",NA,"female_headed",0.215123691843276,NA,0.0893836917528675,0.340863691933684,"governorate_gaza","north_gaza","hh10","male_headed",NA,"male_headed",0.222899573815462,NA,0.18085396441346,0.264945183217463,"governorate_gaza","north_gaza","hh10","refugees",NA,"refugee",0.215349478805986,NA,0.171179390389172,0.259519567222801,"governorate_gaza","north_gaza","hh10","non_refugees",NA,"non_refugee",0.239903817386694,NA,0.153763859201249,0.326043775572139,"governorate_gaza","north_gaza","hh10","in_camp_refugee",NA,"in_camp_refugee",0.203007518796992,NA,0.134388532311435,0.27162650528255,"governorate_gaza","north_gaza","hh10","out_camp_refugee",NA,"out_camp_refugee",0.218160755844803,NA,0.166187774640281,0.270133737049326,"governorate_gaza","north_gaza","hh10",NA,NA,"all",0.222160885648582,NA,0.182308808583861,0.262012962713303,"governorate_gaza","north_gaza"
"hh12","female_headed",NA,"female_headed",0.485536984618197,NA,0.348247670082813,0.62282629915358,"governorate_gaza","khan_yunis","hh12","male_headed",NA,"male_headed",0.38137741202525,NA,0.329027985187785,0.433726838862716,"governorate_gaza","khan_yunis","hh12","refugees",NA,"refugee",0.425148924504433,NA,0.362457848932288,0.487840000076578,"governorate_gaza","khan_yunis","hh12","non_refugees",NA,"non_refugee",0.338595292519803,NA,0.261134433524168,0.416056151515438,"governorate_gaza","khan_yunis","hh12","in_camp_refugee",NA,"in_camp_refugee",0.548387096774194,NA,0.460439835468001,0.636334358080386,"governorate_gaza","khan_yunis","hh12","out_camp_refugee",NA,"out_camp_refugee",0.399379158026914,NA,0.325983399474023,0.472774916579804,"governorate_gaza","khan_yunis","hh12",NA,NA,"all",0.393758991921424,NA,0.344753392614593,0.442764591228254,"governorate_gaza","khan_yunis"
